05	01	20	22	07	29	03
29	26	11	25	30	09	04
25	09	29	02	01	16	14
30	18	07	11	05	04	13
20	19	22	15	01	10	11
26	05	13	12	16	04	25
29	17	25	10	14	20	27
31	28	10	24	14	16	30
12	06	27	18	14	16	31
11	03	27	19	26	04	08
13	04	09	21	10	19	12
06	03	12	09	16	22	21
28	11	02	30	20	17	31
04	27	29	10	14	08	20
13	03	08	11	30	24	23
03	19	17	11	08	26	21
23	27	20	07	31	25	09
17	03	31	24	10	13	02
09	14	10	25	05	16	01
06	25	11	19	09	22	14
24	28	06	31	07	27	19
09	05	13	30	18	21	07
11	13	31	23	01	06	25
21	26	19	31	16	18	29
14	01	04	24	17	23	27
10	09	05	02	13	11	24
15	07	04	17	20	06	21
17	27	15	08	23	19	31
02	19	17	28	20	24	31
20	31	14	26	27	23	24
15	09	27	05	24	28	12
27	31	06	07	19	25	01
07	12	31	14	30	24	22
14	21	26	30	08	23	07
24	27	25	23	26	04	31
22	01	27	31	26	28	14
28	07	19	03	18	22	10
01	06	28	19	14	27	23
21	13	14	24	08	02	17
19	30	09	29	01	28	14
30	18	15	05	26	24	12
21	01	11	08	31	10	06
10	31	06	26	02	22	05
18	01	24	16	30	21	26
06	11	05	27	21	03	16
09	20	18	04	29	26	07
04	06	25	15	29	05	20
23	29	06	22	16	07	04
15	19	27	10	29	26	24
11	30	24	07	17	26	19
20	17	14	21	10	02	26
17	13	03	21	08	23	01
16	10	17	04	11	13	03
12	14	29	21	13	24	09
02	30	18	19	21	22	12
22	04	08	12	14	15	29
22	14	09	27	28	15	10
16	10	13	08	29	27	01
28	07	18	31	21	17	20
28	08	25	24	02	11	29
26	10	06	21	05	01	19
10	08	16	22	26	05	30
10	11	15	07	31	25	21
20	25	27	31	09	30	01
05	25	20	15	08	13	02
22	05	06	25	21	29	09
07	10	28	17	03	24	08
05	26	14	08	06	11	07
12	16	14	23	19	01	15
27	24	03	02	11	12	19
07	10	29	22	05	09	25
09	16	02	28	20	11	27
12	19	08	09	06	14	17
15	23	10	29	14	18	27
31	27	23	10	02	05	06
08	23	12	05	26	19	02
03	31	04	27	29	30	09
05	20	23	13	15	01	12
10	20	03	28	06	31	17
14	04	11	24	31	23	05
08	18	25	23	30	01	29
02	29	09	16	12	11	23
26	09	20	25	14	04	01
20	26	21	22	23	04	28
17	22	07	03	12	18	23
12	20	19	31	30	02	07
25	29	09	01	04	15	14
08	22	24	17	18	27	06
27	07	24	06	31	15	21
26	03	30	07	23	12	02
26	21	10	22	02	09	11
11	06	30	19	23	07	12
26	20	03	13	25	30	08
11	15	30	22	04	05	19
18	01	19	08	16	12	23
08	31	18	27	07	11	19
16	03	20	31	18	30	25
11	14	12	08	20	21	09
07	24	22	15	09	02	27
20	03	23	18	30	24	13
26	18	27	01	08	31	05
29	09	02	22	15	03	05
10	11	21	31	02	30	09
07	14	02	29	08	12	03
16	27	04	29	26	06	20
16	23	17	14	15	08	07
03	15	02	04	08	11	25
03	05	06	20	23	15	01
17	16	05	06	27	21	31
